FarmId,FarmArea,Location,Crop,PlantingDate,Temperature,Precipitation,AvgTempRequiredMin,AvgTempRequiredMax,PrecipitationMin,PrecipitationMax,OptimalTempMidpoint,OptimalPrecipMidpoint,TempDeviation,PrecipDeviation,NormalizedTempDeviation,NormalizedPrecipDeviation,OverallRiskScore
1632,3841.904654,California,Grapes,3/1/2018,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1633,219.6133933,California,Grapes,4/1/2013,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1634,2113.05217,Iowa,Corn,4/1/2017,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
1635,3662.416266,California,Almonds,10/1/2018,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1636,2027.578239,California,Grapes,4/1/2019,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1637,1394.188242,Iowa,Soybean,6/1/2019,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1638,4694.425938,Iowa,Corn,4/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1639,4204.597725,California,Almonds,10/1/2015,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1640,3499.706259,Kansas,Wheat,10/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
1641,2026.132086,California,Grapes,3/1/2020,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1642,1471.556276,Iowa,Corn,5/1/2019,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1643,381.3759649,Iowa,Soybean,6/1/2017,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1644,3470.747248,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1645,4707.80612,California,Almonds,11/1/2018,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1646,2491.162796,Kansas,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1647,4574.477767,Iowa,Soybean,6/1/2013,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1648,4481.863217,California,Grapes,3/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1649,2116.682724,Iowa,Soybean,5/1/2017,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
1650,2073.329757,Kansas,Corn,5/1/2022,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1651,2283.100117,California,Almonds,11/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1652,3189.204586,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1653,320.5237564,California,Almonds,10/1/2017,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1654,2516.743255,California,Almonds,10/1/2022,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1655,4960.699512,California,Grapes,2/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1656,572.2590329,Iowa,Corn,4/1/2017,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
1657,4355.386183,Kansas,Wheat,9/1/2017,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
1658,1174.646428,California,Almonds,10/1/2017,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1659,2915.410185,Iowa,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1660,2335.442885,Iowa,Soybean,5/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1661,593.4507451,California,Grapes,3/1/2018,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1662,4595.375728,Iowa,Corn,6/1/2018,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1663,1392.605657,Kansas,Corn,4/1/2013,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
1664,2374.03789,California,Grapes,2/1/2017,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1665,945.954545,Kansas,Wheat,4/1/2018,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
1666,2440.348563,Kansas,Wheat,4/1/2017,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
1667,2317.987921,Kansas,Soybean,6/1/2013,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1668,4727.434188,Iowa,Corn,5/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1669,4223.165478,California,Grapes,2/1/2017,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1670,1091.403547,Kansas,Wheat,9/1/2014,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
1671,3653.432166,Kansas,Soybean,6/1/2018,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1672,157.391534,Kansas,Wheat,5/1/2014,70,90,70,75,200,250,72.5,225,2.5,135,7.042253521,18.37985024,12.71105188
1673,3798.067144,Kansas,Wheat,10/1/2019,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
1674,2714.57871,Kansas,Wheat,10/1/2019,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
1675,1786.510508,California,Grapes,3/1/2017,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1676,4115.426778,Iowa,Soybean,6/1/2015,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1677,232.6453818,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1678,2765.060565,Iowa,Corn,4/1/2016,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
1679,322.5915591,Iowa,Corn,6/1/2015,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1680,4587.051867,California,Almonds,11/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1681,1140.245873,Kansas,Soybean,6/1/2013,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1682,2129.648219,Kansas,Soybean,5/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1683,138.6675258,California,Grapes,4/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1684,1689.512252,Kansas,Corn,4/1/2016,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
1685,4038.723117,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1686,1156.216449,Kansas,Corn,4/1/2017,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
1687,4365.384402,Iowa,Soybean,5/1/2017,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
1688,2544.837924,Iowa,Corn,5/1/2018,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1689,1224.73532,California,Almonds,11/1/2017,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1690,1292.753605,Iowa,Corn,5/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1691,2799.89759,California,Grapes,2/1/2013,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1692,4984.592582,Kansas,Soybean,6/1/2021,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1693,4970.09506,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1694,367.3717915,California,Almonds,10/1/2017,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1695,4504.882816,Iowa,Corn,5/1/2013,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1696,2952.89358,Kansas,Wheat,4/1/2018,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
1697,1563.805569,Kansas,Corn,6/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1698,4126.835943,Kansas,Soybean,5/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1699,2257.393593,Kansas,Soybean,6/1/2018,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1700,1611.183982,Iowa,Corn,6/1/2015,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1701,4559.904436,Kansas,Soybean,5/1/2021,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1702,3543.482046,California,Grapes,2/1/2020,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1703,3265.124795,Kansas,Wheat,5/1/2017,70,90,70,75,200,250,72.5,225,2.5,135,7.042253521,18.37985024,12.71105188
1704,3084.843528,Kansas,Soybean,6/1/2014,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1705,2017.064199,Iowa,Soybean,5/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1706,4468.698498,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1707,4555.23305,Kansas,Wheat,11/1/2013,50,40,70,75,200,250,72.5,225,22.5,185,63.38028169,25.18720218,44.28374193
1708,2182.767065,California,Almonds,11/1/2017,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1709,500.751355,Kansas,Wheat,5/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
1710,691.718279,California,Grapes,2/1/2016,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1711,1535.500482,Iowa,Corn,6/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1712,2534.679648,Iowa,Soybean,6/1/2018,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1713,4722.676912,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1714,3128.990896,Kansas,Soybean,6/1/2013,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1715,1425.969426,Kansas,Wheat,4/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
1716,1626.300062,Iowa,Corn,6/1/2013,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1717,2715.31635,California,Grapes,3/1/2019,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1718,2527.181003,Iowa,Corn,6/1/2016,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1719,3912.858764,California,Almonds,11/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1720,4446.493122,California,Grapes,2/1/2019,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1721,568.2412387,Kansas,Wheat,5/1/2018,70,90,70,75,200,250,72.5,225,2.5,135,7.042253521,18.37985024,12.71105188
1722,4215.373643,California,Grapes,2/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1723,3755.803826,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1724,1781.218404,Kansas,Corn,5/1/2019,70,90,41,95,508,635,68,571.5,2,481.5,5.633802817,65.55479918,35.594301
1725,4946.929628,California,Grapes,4/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1726,3033.648176,Iowa,Corn,5/1/2014,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1727,3402.762662,California,Grapes,4/1/2019,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1728,2133.055952,Iowa,Soybean,5/1/2017,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
1729,4116.125136,California,Almonds,10/1/2013,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1730,1923.171062,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1731,2192.537344,Kansas,Soybean,6/1/2021,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1732,1250.41457,Kansas,Wheat,10/1/2019,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
1733,2863.199715,Iowa,Corn,5/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1734,1181.019085,Iowa,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1735,4876.79144,Iowa,Corn,5/1/2013,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1736,1623.798919,California,Grapes,2/1/2013,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1737,4432.109691,Iowa,Corn,5/1/2013,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1738,3956.978945,California,Almonds,10/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1739,2720.224396,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1740,3552.083113,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1741,192.0438914,California,Grapes,3/1/2018,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1742,192.4940904,California,Grapes,2/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1743,1675.835645,Iowa,Corn,4/1/2013,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
1744,2717.561991,Iowa,Soybean,6/1/2015,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1745,1503.64017,Kansas,Corn,6/1/2019,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
1746,662.3483934,Kansas,Soybean,6/1/2016,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1747,3444.536429,Iowa,Corn,4/1/2019,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
1748,3594.447731,Kansas,Wheat,9/1/2016,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
1749,3834.090985,Iowa,Corn,5/1/2017,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1750,3880.532513,California,Almonds,10/1/2022,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1751,796.5768647,Iowa,Corn,6/1/2016,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1752,64.41444931,Kansas,Wheat,10/1/2015,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
1753,589.5989898,California,Almonds,10/1/2014,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1754,3997.357801,California,Almonds,10/1/2014,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1755,4485.513041,Iowa,Corn,5/1/2018,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1756,1053.732775,Kansas,Wheat,9/1/2018,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
1757,3194.317116,Iowa,Soybean,5/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1758,4632.40076,Iowa,Corn,6/1/2016,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1759,409.665531,California,Grapes,3/1/2017,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1760,4168.618648,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1761,279.4373,California,Grapes,3/1/2020,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1762,3933.74355,Iowa,Corn,4/1/2015,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
1763,2929.683505,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1764,4694.212616,California,Grapes,2/1/2016,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1765,2403.554839,Iowa,Soybean,5/1/2019,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
1766,2150.957846,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1767,2149.785776,Iowa,Corn,5/1/2019,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1768,3803.29516,Iowa,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1769,914.4222242,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1770,4870.975546,California,Grapes,2/1/2016,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1771,2386.057646,Kansas,Soybean,6/1/2015,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1772,1963.623414,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1773,1232.327399,California,Almonds,11/1/2018,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1774,4287.614595,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1775,2681.333241,Iowa,Corn,4/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1776,3140.095859,Kansas,Wheat,11/1/2022,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
1777,409.5158002,California,Grapes,4/1/2013,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1778,1543.614698,Iowa,Soybean,6/1/2016,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1779,2384.444342,Iowa,Corn,5/1/2018,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1780,2543.994783,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1781,776.9427153,California,Grapes,4/1/2014,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1782,4725.365238,California,Almonds,10/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1783,4379.350283,Kansas,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1784,633.6592611,Kansas,Corn,6/1/2022,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1785,3577.712378,Iowa,Soybean,5/1/2017,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
1786,494.0877456,Kansas,Soybean,5/1/2021,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1787,713.3525008,Kansas,Wheat,5/1/2022,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
1788,4868.640273,Kansas,Wheat,5/1/2020,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
1789,849.0500819,Iowa,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1790,4732.527461,California,Almonds,10/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1791,994.2435968,Kansas,Corn,6/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1792,2068.09937,Iowa,Soybean,6/1/2019,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1793,4056.27885,Iowa,Corn,5/1/2019,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1794,2662.393345,California,Grapes,2/1/2014,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1795,3460.372931,California,Almonds,11/1/2022,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1796,702.0016693,Iowa,Corn,5/1/2015,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
1797,4851.556885,Iowa,Corn,6/1/2013,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1798,4714.448936,California,Grapes,3/1/2016,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
1799,662.4135984,Kansas,Soybean,6/1/2014,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1800,1483.37013,California,Almonds,11/1/2017,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1801,4625.685919,Iowa,Corn,6/1/2014,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1802,2910.278118,Iowa,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1803,4130.722491,Iowa,Corn,6/1/2013,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
1804,262.4537214,Kansas,Wheat,11/1/2015,50,40,70,75,200,250,72.5,225,22.5,185,63.38028169,25.18720218,44.28374193
1805,1042.352227,Kansas,Wheat,10/1/2018,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
1806,1532.531957,California,Almonds,10/1/2013,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1807,738.9080946,Kansas,Soybean,5/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1808,4729.71134,Iowa,Corn,5/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1809,3724.534637,Iowa,Soybean,5/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1810,3805.193583,Iowa,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1811,3514.44414,Kansas,Wheat,5/1/2014,70,90,70,75,200,250,72.5,225,2.5,135,7.042253521,18.37985024,12.71105188
1812,1108.312148,California,Almonds,11/1/2016,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
1813,3773.012124,California,Almonds,10/1/2018,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1814,1938.379462,Kansas,Soybean,6/1/2015,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
1815,3901.401391,California,Grapes,4/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
1816,4149.848351,California,Grapes,2/1/2018,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
1817,1145.024387,Kansas,Corn,4/1/2018,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
1818,1892.884702,Iowa,Corn,6/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1819,3273.609582,Kansas,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
1820,412.012389,Iowa,Soybean,6/1/2019,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
1821,3164.850891,Kansas,Corn,6/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
1822,4776.914827,California,Almonds,10/1/2016,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
1823,2999.985029,Kansas,Soybean,5/1/2013,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
1824,3904.976094,California,Almonds,10/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
1825,4261.220916,Kansas,Corn,5/1/2014,70,90,41,95,508,635,68,571.5,2,481.5,5.633802817,65.55479918,35.594301
1826,1781.018784,California,Grapes,4/1/2018,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1827,1463.919844,California,Grapes,4/1/2016,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
1828,228.247702,Kansas,Wheat,9/1/2022,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
